Date,Price,Open,High,Low,Vol.,Change %,
10/7/2020,11.97,11.856,12.424,11.742,23.46M,0,32%
10/6/2020,11.93,11.818,11.97,11.591,11.90M,1,94%
10/5/2020,11.71,11.818,12.008,11.629,15.06M,0,0%
10/2/2020,11.71,12.046,12.046,11.25,27.99M,-2,22%
10/1/2020,11.97,12.046,12.462,11.856,14.49M,0,96%
9/30/2020,11.86,11.591,12.008,11.25,20.12M,2,96%
9/29/2020,11.52,12.197,12.235,11.515,30.47M,-5,59%
9/28/2020,12.2,11.553,12.311,11.553,22.34M,5,57%
9/25/2020,11.55,11.364,11.667,11.212,17.97M,2,1%
9/24/2020,11.33,10.644,11.439,10.606,29.65M,5,28%
9/23/2020,10.76,10.871,10.909,10.644,12.87M,0,0%
9/22/2020,10.76,10.455,10.947,10.417,20.40M,2,16%
9/21/2020,10.53,10.947,10.985,10.53,19.30M,-2,11%
9/18/2020,10.76,10.189,10.758,10.189,15.58M,5,58%
9/17/2020,10.19,10.417,10.53,10.076,22.57M,-2,54%
9/16/2020,10.46,9.849,10.53,9.811,27.18M,6,15%
9/15/2020,9.85,9.849,10.152,9.773,22.06M,2,36%
9/14/2020,9.62,9.053,9.621,9.053,34.07M,6,72%
9/11/2020,9.02,8.977,9.129,8.977,10.23M,0,42%
9/10/2020,8.98,9.28,9.28,8.977,9.07M,-1,66%
9/9/2020,9.13,8.712,9.242,8.712,15.02M,3,43%
9/8/2020,8.83,8.788,8.864,8.674,9.27M,0,87%
9/7/2020,8.75,8.977,9.015,8.75,12.80M,-2,53%
9/4/2020,8.98,8.902,9.053,8.864,10.11M,0,84%
9/3/2020,9.05,9.091,9.242,8.977,19.68M,1,27%
9/1/2020,8.94,8.561,8.939,8.561,19.67M,4,42%
8/31/2020,8.56,8.712,8.788,8.523,9.25M,0,88%
8/28/2020,8.64,8.902,8.902,8.636,11.68M,-2,15%
8/27/2020,8.83,8.788,8.902,8.712,7.01M,0,43%
8/26/2020,8.79,8.864,8.902,8.788,9.57M,0,85%
8/25/2020,8.86,8.977,9.015,8.826,9.38M,0,85%
8/24/2020,8.94,9.015,9.053,8.864,11.72M,1,29%
8/21/2020,8.83,8.712,8.826,8.674,7.83M,1,31%
8/20/2020,8.71,8.75,8.826,8.599,13.59M,0,43%
8/19/2020,8.75,8.788,8.902,8.75,8.95M,0,43%
8/18/2020,8.79,8.636,8.939,8.561,14.05M,2,20%
8/17/2020,8.6,8.409,8.636,8.371,8.76M,1,34%
8/14/2020,8.49,8.599,8.674,8.409,11.57M,-1,76%
8/13/2020,8.64,8.599,8.712,8.561,7.74M,1,33%
8/12/2020,8.52,8.674,8.712,8.409,12.22M,-1,32%
8/11/2020,8.64,8.636,8.712,8.485,12.77M,0,0%
8/10/2020,8.64,8.636,8.788,8.485,16.59M,1,79%
8/7/2020,8.49,8.182,8.485,8.068,18.16M,4,67%
8/6/2020,8.11,7.992,8.182,7.917,13.54M,0,47%
8/5/2020,8.07,7.841,8.258,7.727,14.93M,2,90%
8/4/2020,7.84,7.879,8.106,7.765,12.57M,1,97%
8/3/2020,7.69,7.273,7.689,7.273,18.20M,6,84%
7/31/2020,7.2,7.296,7.568,7.197,11.54M,-4,33%
7/30/2020,7.52,7.462,7.765,7.462,7.70M,1,2%
7/29/2020,7.45,7.652,7.652,7.333,18.56M,-5,48%
7/28/2020,7.88,7.462,7.879,7.409,19.94M,7,0%
7/27/2020,7.36,7.652,7.803,7.364,18.14M,-6,99%
7/24/2020,7.92,8.182,8.296,7.765,23.98M,-5,0%
7/23/2020,8.33,8.409,8.523,8.22,10.41M,-1,79%
7/22/2020,8.49,8.636,8.674,8.485,4.69M,-1,32%
7/21/2020,8.6,8.599,8.674,8.333,10.37M,1,34%
7/20/2020,8.49,8.788,8.864,8.409,14.07M,-3,3%
7/17/2020,8.75,8.712,8.939,8.674,8.19M,0,44%
7/16/2020,8.71,8.864,8.902,8.636,13.75M,-1,71%
7/15/2020,8.86,8.977,9.091,8.864,7.62M,0,85%
7/14/2020,8.94,8.939,9.015,8.902,5.66M,0,42%
7/13/2020,8.98,9.015,9.091,8.902,11.51M,0,85%
7/10/2020,8.9,8.826,9.091,8.75,8.78M,0,43%
7/9/2020,8.86,8.826,8.977,8.788,7.65M,0,86%
7/8/2020,8.79,8.939,9.015,8.674,13.77M,-1,69%
7/7/2020,8.94,9.091,9.242,8.939,18.52M,0,84%
7/6/2020,9.02,9.015,9.167,8.977,7.93M,0,42%
7/3/2020,8.98,8.902,9.242,8.864,12.79M,0,85%
7/2/2020,8.9,9.167,9.205,8.864,10.10M,-2,8%
7/1/2020,9.09,8.636,9.091,8.561,10.93M,4,80%
6/30/2020,8.67,9.091,9.091,8.333,26.96M,-2,97%
6/29/2020,8.94,9.091,9.318,8.788,17.00M,-3,67%
6/26/2020,9.28,9.546,9.659,9.242,10.93M,0,41%
6/25/2020,9.32,8.864,9.47,8.636,24.73M,5,13%
6/24/2020,8.86,9.091,9.205,8.788,20.64M,-1,68%
6/23/2020,9.02,9.318,9.432,8.864,15.96M,-1,65%
6/22/2020,9.17,9.091,9.318,9.053,14.88M,1,68%
6/19/2020,9.02,8.712,9.053,8.599,14.02M,4,85%
6/18/2020,8.6,8.636,8.864,8.561,9.24M,-1,30%
6/17/2020,8.71,8.333,8.864,8.144,21.73M,5,2%
6/16/2020,8.3,8.296,8.409,8.144,10.58M,2,82%
6/15/2020,8.07,8.561,8.674,7.992,17.84M,-3,18%
6/12/2020,8.33,7.424,8.333,7.424,25.98M,6,80%
6/11/2020,7.8,8.258,8.674,7.803,28.38M,-6,79%
6/10/2020,8.37,8.447,8.599,8.144,21.63M,-2,21%
6/9/2020,8.56,8.864,9.015,8.485,17.34M,0,0%
6/8/2020,8.56,8.447,8.561,8.22,19.88M,6,60%
6/5/2020,8.03,7.5,8.03,7.455,21.79M,6,86%
6/4/2020,7.52,7.689,7.689,7.508,12.20M,0,20%
6/3/2020,7.53,7.432,7.568,7.288,13.30M,1,43%
6/2/2020,7.42,7.546,7.568,7.424,17.89M,-2,97%
6/1/2020,7.65,7.576,7.955,7.386,23.58M,1,30%
5/29/2020,7.55,7.727,7.727,7.364,23.11M,-1,77%
5/28/2020,7.69,7.803,7.879,7.652,11.82M,1,0%
5/27/2020,7.61,7.576,7.879,7.515,21.63M,1,62%
5/26/2020,7.49,7.462,7.492,7.394,13.55M,1,2%
5/25/2020,7.42,7.349,7.485,7.273,9.43M,0,93%
5/22/2020,7.35,7,7.386,6.894,13.75M,4,64%
5/21/2020,7.02,7.212,7.265,6.977,18.67M,-2,73%
5/20/2020,7.22,7.197,7.47,7.197,13.45M,-1,75%
5/19/2020,7.35,7.485,7.614,7.273,13.33M,2,54%
5/18/2020,7.17,6.818,7.167,6.735,15.81M,6,89%
5/15/2020,6.71,6.894,6.924,6.644,12.87M,-2,32%
5/14/2020,6.86,6.818,7.046,6.75,13.52M,0,33%
5/13/2020,6.84,6.742,6.841,6.667,16.00M,6,99%
5/12/2020,6.39,5.909,6.394,5.886,18.37M,6,97%
5/11/2020,5.98,5.977,6.174,5.917,11.11M,1,2%
5/8/2020,5.92,6,6.144,5.917,10.72M,-1,51%
5/7/2020,6.01,6.212,6.258,5.955,12.36M,-2,34%
5/6/2020,6.15,5.871,6.174,5.833,13.08M,5,45%
5/5/2020,5.83,5.833,5.917,5.758,6.02M,1,99%
5/4/2020,5.72,5.576,5.947,5.508,11.98M,2,72%
4/29/2020,5.57,5.492,5.606,5.47,8.37M,0,0%
4/28/2020,5.57,5.674,5.682,5.538,7.52M,0,68%
4/27/2020,5.61,5.682,5.833,5.455,10.19M,1,93%
4/24/2020,5.5,5.5,5.5,5.341,27.84M,6,92%
4/23/2020,5.14,5.144,5.144,5.144,2.35M,6,89%
4/22/2020,4.81,4.401,4.812,4.401,8.15M,6,89%
4/21/2020,4.5,4.69,4.769,4.502,16.84M,-6,87%
4/20/2020,4.83,5.051,5.065,4.805,9.79M,-1,18%
4/17/2020,4.89,4.697,4.892,4.618,9.50M,4,31%
4/16/2020,4.69,4.675,4.892,4.618,7.70M,0,62%
4/15/2020,4.66,4.546,4.661,4.473,10.35M,6,95%
4/14/2020,4.36,4.149,4.358,4.149,14.41M,6,90%
4/13/2020,4.08,4.004,4.221,4.004,6.32M,0,89%
4/10/2020,4.04,4.026,4.156,3.983,5.80M,0,0%
4/9/2020,4.04,4.127,4.235,4.033,7.53M,-1,76%
4/8/2020,4.11,3.867,4.113,3.867,5.58M,2,33%
4/7/2020,4.02,4.012,4.04,3.867,5.14M,0,18%
4/6/2020,4.01,3.86,4.012,3.795,8.93M,6,92%
4/3/2020,3.75,3.68,3.752,3.535,7.07M,7,0%
4/1/2020,3.51,3.247,3.507,3.247,5.55M,6,81%
3/31/2020,3.28,3.355,3.492,3.146,6.32M,-2,15%
3/30/2020,3.36,3.463,3.463,3.355,6.58M,-7,0%
3/27/2020,3.61,3.593,3.752,3.463,4.47M,2,4%
3/26/2020,3.54,3.737,3.752,3.535,4.56M,-6,31%
3/25/2020,3.77,3.824,3.824,3.701,3.77M,3,15%
3/24/2020,3.66,3.824,3.896,3.651,6.95M,-6,46%
3/23/2020,3.91,3.976,4.026,3.911,4.97M,-6,87%
3/20/2020,4.2,4.286,4.365,4.17,3.51M,-2,2%
3/19/2020,4.29,4.343,4.387,4.185,4.29M,-3,57%
3/18/2020,4.44,4.546,4.567,4.408,4.74M,0,49%
3/17/2020,4.47,4.192,4.466,4.192,2.76M,3,17%
3/16/2020,4.33,4.206,4.546,4.206,5.98M,1,69%
3/13/2020,4.26,4.113,4.401,4.098,8.68M,-3,28%
3/12/2020,4.4,4.437,4.618,4.401,11.14M,-6,87%
3/11/2020,4.73,5.108,5.152,4.719,7.36M,-6,83%
3/10/2020,5.07,4.834,5.173,4.82,5.70M,0,57%
3/9/2020,5.1,5.115,5.267,5.101,6.02M,-6,97%
3/6/2020,5.48,5.52,5.548,5.483,2.74M,-1,30%
3/5/2020,5.56,5.599,5.657,5.556,2.76M,0,0%
3/4/2020,5.56,5.476,5.592,5.462,3.71M,1,45%
3/3/2020,5.48,5.592,5.599,5.476,4.54M,0,0%
3/2/2020,5.48,5.483,5.556,5.433,2.10M,0,13%
2/28/2020,5.48,5.541,5.57,5.447,6.93M,-2,56%
2/27/2020,5.63,5.628,5.657,5.57,3.27M,0,65%
2/26/2020,5.59,5.621,5.657,5.541,3.07M,-1,65%
2/25/2020,5.69,5.476,5.7,5.476,5.19M,1,41%
2/24/2020,5.61,5.736,5.844,5.606,9.93M,-4,90%
2/21/2020,5.9,6.061,6.097,5.88,4.23M,-2,4%
2/20/2020,6.02,5.815,6.017,5.815,9.22M,3,47%
2/19/2020,5.82,5.887,5.895,5.815,3.36M,0,98%
2/18/2020,5.87,5.866,5.938,5.823,6.64M,0,12%
2/17/2020,5.87,5.844,5.916,5.823,4.09M,0,87%
2/14/2020,5.82,5.685,5.815,5.664,5.45M,2,28%
2/13/2020,5.69,5.693,5.693,5.563,7.28M,0,0%
2/12/2020,5.69,5.664,5.779,5.664,7.27M,0,51%
2/11/2020,5.66,5.88,5.88,5.657,9.60M,-2,24%
2/10/2020,5.79,5.772,5.895,5.714,5.04M,-1,23%
2/7/2020,5.86,5.96,6.017,5.83,5.95M,-1,69%
2/6/2020,5.96,5.83,6.003,5.779,6.14M,2,87%
2/5/2020,5.79,5.772,5.83,5.75,4.21M,1,1%
2/4/2020,5.74,5.938,5.989,5.722,7.48M,-3,40%
2/3/2020,5.94,5.628,5.989,5.498,12.30M,0,98%
1/31/2020,5.88,6.248,6.292,5.88,11.91M,-5,89%
1/30/2020,6.25,6.349,6.407,6.169,11.52M,-3,56%
1/22/2020,6.48,6.169,6.558,6.133,12.35M,5,3%
1/21/2020,6.17,6.025,6.198,6.01,5.55M,3,1%
1/20/2020,5.99,6.061,6.075,5.931,7.01M,-1,66%
1/17/2020,6.09,6.147,6.219,5.989,6.15M,0,94%
1/16/2020,6.15,6.133,6.205,6.097,6.42M,0,83%
1/15/2020,6.1,5.909,6.133,5.895,12.62M,4,32%
1/14/2020,5.84,5.729,5.859,5.657,4.96M,2,2%
1/13/2020,5.73,5.873,5.945,5.714,5.91M,-1,85%
1/10/2020,5.84,5.88,5.952,5.837,5.03M,0,0%
1/9/2020,5.84,5.743,5.952,5.743,6.68M,2,79%
1/8/2020,5.68,5.664,5.736,5.592,5.05M,0,76%
1/7/2020,5.72,5.786,5.859,5.714,3.20M,-1,12%
1/6/2020,5.79,5.772,5.88,5.693,6.59M,0,50%
1/3/2020,5.76,5.916,5.924,5.743,4.20M,-2,56%
1/2/2020,5.91,5.599,5.909,5.592,4.55M,4,87%
12/31/2019,5.64,5.808,5.808,5.534,3.79M,-1,76%
12/30/2019,5.74,5.671,5.844,5.664,1.74M,1,14%
12/27/2019,5.67,5.729,5.743,5.613,4.95M,0,51%
12/26/2019,5.7,5.844,5.909,5.7,5.04M,-2,47%
12/25/2019,5.84,5.938,5.938,5.844,2.92M,0,73%
12/24/2019,5.89,5.909,5.967,5.88,2.59M,0,0%
12/23/2019,5.89,6.032,6.061,5.887,4.16M,-2,39%
12/20/2019,6.03,5.88,6.053,5.88,4.13M,2,83%
12/19/2019,5.87,5.823,5.895,5.823,2.25M,0,74%
12/18/2019,5.82,5.83,5.887,5.801,3.52M,0,25%
12/17/2019,5.84,6.075,6.097,5.779,15.16M,-3,92%
12/16/2019,6.08,6.046,6.097,6.01,3.10M,0,48%
12/13/2019,6.05,6.133,6.205,6.046,5.59M,0,95%
12/12/2019,6.1,6.003,6.104,5.989,5.31M,1,68%
12/11/2019,6,6.061,6.126,5.945,5.64M,0,83%
12/10/2019,6.05,6.082,6.111,5.981,6.09M,0,12%
12/9/2019,6.06,5.794,6.082,5.794,10.92M,4,61%
12/6/2019,5.79,5.765,5.851,5.743,4.68M,0,50%
12/5/2019,5.77,5.837,5.88,5.664,6.42M,-1,36%
12/4/2019,5.84,5.83,5.902,5.75,5.16M,1,12%
12/3/2019,5.78,5.678,5.88,5.621,8.82M,2,4%
12/2/2019,5.66,5.671,5.765,5.613,5.38M,0,90%
11/29/2019,5.61,5.52,5.613,5.491,3.58M,1,97%
11/28/2019,5.51,5.628,5.664,5.447,5.17M,-1,68%
11/27/2019,5.6,5.52,5.664,5.483,3.68M,2,37%
11/26/2019,5.47,5.483,5.527,5.447,5.22M,0,93%
11/25/2019,5.42,5.498,5.599,5.382,6.55M,-1,31%
11/22/2019,5.49,5.931,5.945,5.491,14.05M,-6,97%
11/21/2019,5.9,5.837,5.981,5.801,5.33M,0,99%
11/20/2019,5.84,5.88,5.916,5.808,5.43M,0,61%
11/19/2019,5.88,5.808,5.945,5.779,8.31M,3,16%
11/18/2019,5.7,5.628,5.707,5.613,5.31M,1,94%
11/15/2019,5.59,5.642,5.722,5.556,5.43M,-1,15%
11/14/2019,5.66,5.621,5.83,5.592,7.22M,0,51%
11/13/2019,5.63,5.7,5.801,5.592,8.44M,-1,1%
11/12/2019,5.69,5.318,5.685,5.31,14.48M,6,92%
11/11/2019,5.32,5.303,5.39,5.267,3.31M,0,0%
11/8/2019,5.32,5.375,5.39,5.318,3.71M,0,40%
11/7/2019,5.34,5.339,5.39,5.31,4.81M,0,68%
11/6/2019,5.3,5.159,5.39,5.159,7.99M,2,80%
11/5/2019,5.16,5.137,5.224,5.115,4.60M,0,42%
11/4/2019,5.14,5.253,5.253,5.123,3.37M,-1,11%
11/1/2019,5.2,5.159,5.26,5.159,2.07M,0,70%
10/31/2019,5.16,5.209,5.433,5.159,8.71M,0,14%
10/30/2019,5.15,5.123,5.224,5.087,3.38M,0,56%
10/29/2019,5.12,5.26,5.26,5.123,3.40M,-2,7%
10/28/2019,5.23,5.332,5.339,5.224,5.49M,0,69%
10/25/2019,5.2,5.209,5.253,5.166,4.93M,0,56%
10/24/2019,5.17,5.166,5.209,5.123,2.70M,1,56%
10/23/2019,5.09,5.267,5.354,5.087,5.83M,-1,95%
10/22/2019,5.19,4.834,5.188,4.834,4.96M,6,99%
10/21/2019,4.85,4.95,4.986,4.827,4.91M,-2,75%
10/18/2019,4.99,5.123,5.173,4.986,3.73M,-3,63%
10/17/2019,5.17,5.108,5.188,5.101,2.27M,0,99%
10/16/2019,5.12,5.195,5.224,5.051,6.73M,0,84%
10/15/2019,5.17,5.267,5.281,5.166,4.25M,-2,19%
10/14/2019,5.28,5.397,5.411,5.281,3.39M,-1,21%
10/11/2019,5.35,5.339,5.44,5.339,4.87M,0,41%
10/10/2019,5.33,5.267,5.325,5.202,4.37M,2,50%
10/9/2019,5.2,5.188,5.303,5.166,4.22M,0,56%
10/8/2019,5.17,5.253,5.253,5.159,3.07M,-1,38%
10/7/2019,5.24,5.31,5.332,5.195,3.38M,-1,36%
10/4/2019,5.31,5.159,5.339,5.13,7.87M,3,81%
10/3/2019,5.12,5.022,5.115,4.95,4.72M,1,29%
10/2/2019,5.05,4.993,5.123,4.978,6.40M,2,4%
10/1/2019,4.95,4.834,4.964,4.827,4.18M,2,39%
9/30/2019,4.83,4.719,4.856,4.711,5.17M,2,45%
9/27/2019,4.72,4.668,4.755,4.668,2.38M,1,8%
9/26/2019,4.67,4.69,4.719,4.668,1.59M,0,15%
9/25/2019,4.68,4.711,4.748,4.675,1.69M,-1,7%
9/24/2019,4.73,4.711,4.762,4.704,830.01K,0,0%
9/23/2019,4.73,4.776,4.82,4.726,2.15M,-1,6%
9/20/2019,4.78,4.683,4.87,4.683,5.44M,2,0%
9/19/2019,4.68,4.704,4.755,4.675,1.26M,0,46%
9/18/2019,4.7,4.697,4.769,4.683,1.94M,0,15%
9/17/2019,4.7,4.632,4.748,4.632,2.13M,1,40%
9/16/2019,4.63,4.697,4.726,4.632,2.47M,-1,38%
9/13/2019,4.7,4.748,4.769,4.69,1.68M,-1,36%
9/12/2019,4.76,4.791,4.82,4.733,1.65M,0,60%
9/11/2019,4.79,4.69,4.791,4.603,2.44M,2,31%
9/10/2019,4.68,4.733,4.769,4.654,1.75M,-2,11%
9/9/2019,4.78,4.769,4.805,4.733,1.10M,0,30%
9/6/2019,4.77,4.834,4.834,4.755,1.66M,0,60%
9/5/2019,4.8,4.863,4.87,4.798,1.41M,0,75%
9/4/2019,4.83,4.892,4.892,4.805,1.14M,-1,18%
9/3/2019,4.89,4.913,4.964,4.892,2.34M,0,59%
8/30/2019,4.92,4.856,4.971,4.834,1.81M,2,10%
8/29/2019,4.82,4.87,4.906,4.798,2.32M,-1,4%
8/28/2019,4.87,4.942,4.957,4.87,1.78M,-1,60%
8/27/2019,4.95,4.964,5.022,4.913,2.29M,0,29%
8/26/2019,4.94,5.058,5.087,4.935,2.84M,-3,80%
8/23/2019,5.13,5.188,5.245,5.13,3.08M,0,14%
8/22/2019,5.12,4.935,5.195,4.928,5.62M,5,3%
8/21/2019,4.88,4.769,4.877,4.762,3.74M,2,58%
8/20/2019,4.76,4.762,4.791,4.74,1.29M,0,15%
8/19/2019,4.76,4.791,4.834,4.748,2.27M,0,60%
8/16/2019,4.79,4.87,4.877,4.784,1.91M,-1,34%
8/15/2019,4.86,4.834,4.856,4.798,1.44M,0,30%
8/14/2019,4.87,4.906,4.921,4.87,2.05M,0,0%
8/13/2019,4.87,4.935,4.935,4.856,2.42M,-1,46%
8/12/2019,4.94,5.007,5.014,4.942,1.31M,0,73%
8/9/2019,4.98,4.928,5,4.928,2.29M,1,3%
8/8/2019,4.93,4.921,4.964,4.892,2.23M,0,15%
8/7/2019,4.92,5.058,5.065,4.921,1.73M,-1,45%
8/6/2019,4.99,5.072,5.072,4.906,3.47M,-1,84%
8/5/2019,5.09,5.26,5.267,5.058,3.50M,-3,43%
8/2/2019,5.27,5.267,5.267,5.216,2.43M,0,14%
8/1/2019,5.27,5.296,5.325,5.267,1.49M,0,41%
7/31/2019,5.3,5.267,5.339,5.267,2.00M,0,82%
7/30/2019,5.25,5.289,5.296,5.224,1.98M,0,28%
7/29/2019,5.27,5.397,5.397,5.267,1.81M,-1,48%
7/26/2019,5.35,5.419,5.447,5.346,2.39M,-1,20%
7/25/2019,5.41,5.404,5.44,5.39,2.46M,0,14%
7/24/2019,5.4,5.397,5.476,5.397,1.61M,0,13%
7/23/2019,5.41,5.411,5.483,5.404,1.61M,0,0%
7/22/2019,5.41,5.556,5.556,5.411,2.41M,-1,96%
7/19/2019,5.52,5.52,5.577,5.52,3.38M,0,39%
7/18/2019,5.5,5.483,5.548,5.476,2.21M,0,13%
7/17/2019,5.49,5.556,5.563,5.491,2.03M,0,26%
7/16/2019,5.51,5.541,5.606,5.411,5.95M,2,0%
7/15/2019,5.4,5.267,5.469,5.238,2.31M,2,46%
7/12/2019,5.27,5.216,5.303,5.216,2.37M,1,11%
7/11/2019,5.21,5.296,5.354,5.209,2.81M,-1,64%
7/10/2019,5.3,5.368,5.419,5.296,2.43M,-1,61%
7/9/2019,5.38,5.397,5.411,5.382,1.48M,0,27%
7/8/2019,5.4,5.455,5.462,5.375,1.14M,-1,6%
7/5/2019,5.46,5.411,5.483,5.346,3.21M,0,80%
7/4/2019,5.41,5.375,5.433,5.339,3.38M,0,27%
7/3/2019,5.43,5.534,5.534,5.419,3.03M,-1,96%
7/2/2019,5.53,5.556,5.628,5.52,3.24M,0,39%
7/1/2019,5.56,5.382,5.577,5.382,3.70M,3,78%
6/28/2019,5.35,5.332,5.354,5.253,2.66M,0,68%
6/27/2019,5.32,5.419,5.447,5.296,3.01M,-1,86%
6/26/2019,5.42,5.483,5.52,5.419,4.24M,0,92%
6/25/2019,5.47,5.556,5.577,5.469,4.34M,-1,56%
6/24/2019,5.56,5.57,5.621,5.556,1.88M,0,39%
6/21/2019,5.58,5.57,5.621,5.563,1.33M,0,13%
6/20/2019,5.57,5.592,5.657,5.57,2.93M,0,52%
6/19/2019,5.54,5.592,5.628,5.534,2.53M,0,26%
6/18/2019,5.56,5.541,5.584,5.512,2.30M,0,26%
6/17/2019,5.54,5.635,5.657,5.541,1.75M,-1,79%
6/14/2019,5.64,5.592,5.642,5.592,1.31M,0,64%
6/13/2019,5.61,5.592,5.642,5.584,1.83M,0,13%
6/12/2019,5.61,5.599,5.685,5.599,1.63M,-1,2%
6/11/2019,5.67,5.621,5.685,5.599,1.85M,1,42%
6/10/2019,5.59,5.512,5.621,5.512,2.01M,1,44%
6/7/2019,5.51,5.52,5.592,5.505,1.89M,0,0%
6/6/2019,5.51,5.606,5.628,5.455,3.62M,-1,67%
6/5/2019,5.61,5.707,5.765,5.606,2.15M,0,64%
6/4/2019,5.64,5.664,5.736,5.635,3.92M,0,13%
6/3/2019,5.64,5.851,5.859,5.635,6.78M,-3,94%
5/31/2019,5.87,5.916,5.967,5.851,6.18M,-1,69%
5/30/2019,5.97,6.025,6.075,5.967,5.40M,-1,43%
5/29/2019,6.05,6.09,6.154,6.039,4.06M,0,59%
5/28/2019,6.09,6.032,6.162,6.032,11.19M,1,69%
5/27/2019,5.99,5.88,6.133,5.844,9.36M,1,72%
5/24/2019,5.89,5.924,5.924,5.844,2.79M,0,61%
5/23/2019,5.92,5.866,5.945,5.866,4.11M,0,61%
5/22/2019,5.89,5.887,5.952,5.873,3.60M,0,25%
5/21/2019,5.87,5.96,5.96,5.873,2.56M,0,12%
5/20/2019,5.88,5.83,5.96,5.823,3.49M,0,37%
5/17/2019,5.86,5.945,5.952,5.859,3.54M,-1,10%
5/16/2019,5.92,5.967,6.003,5.924,3.18M,0,73%
5/15/2019,5.97,5.989,6.025,5.952,4.54M,0,36%
5/14/2019,5.99,5.859,6.017,5.859,4.08M,1,10%
5/13/2019,5.92,5.837,5.989,5.823,3.70M,1,23%
5/10/2019,5.85,5.83,5.859,5.765,6.57M,1,38%
5/9/2019,5.77,5.808,5.866,5.772,3.32M,-1,48%
5/8/2019,5.86,5.779,5.859,5.772,3.37M,0,37%
5/7/2019,5.88,5.916,5.938,5.83,4.02M,0,0%
5/6/2019,5.88,5.952,5.952,5.837,6.16M,-2,51%
5/3/2019,6.03,6.025,6.198,5.996,4.54M,0,12%
5/2/2019,6.03,5.736,6.025,5.7,6.30M,4,37%
4/26/2019,5.77,5.75,5.815,5.729,2.59M,0,50%
4/25/2019,5.74,5.765,5.924,5.722,3.82M,0,38%
4/24/2019,5.77,5.548,5.794,5.52,3.51M,3,77%
4/23/2019,5.56,5.483,5.577,5.483,2.47M,0,0%
4/22/2019,5.56,5.7,5.714,5.556,3.52M,2,92%
4/19/2019,5.4,5.051,5.398,5.051,5.73M,6,88%
4/18/2019,5.05,5.129,5.182,4.913,6.62M,-4,35%
4/17/2019,5.28,5.674,5.706,5.28,11.47M,-6,94%
4/16/2019,5.67,5.903,5.916,5.674,8.60M,-5,26%
4/12/2019,5.99,5.995,5.995,5.956,3.83M,0,44%
4/11/2019,5.96,5.956,6.008,5.943,2.27M,0,33%
4/10/2019,5.94,5.982,6.002,5.943,4.96M,-1,9%
4/9/2019,6.01,6.093,6.093,6.008,4.20M,0,22%
4/8/2019,6.02,6.087,6.093,6.008,3.57M,-1,8%
4/5/2019,6.09,6.139,6.166,6.087,4.00M,0,22%
4/4/2019,6.07,6.152,6.179,6.074,3.49M,0,32%
4/3/2019,6.09,5.995,6.1,5.936,4.07M,1,64%
4/2/2019,6,6.067,6.1,5.989,5.13M,0,33%
4/1/2019,6.02,6.166,6.225,5.995,5.10M,-2,45%
3/29/2019,6.17,6.29,6.349,6.166,5.51M,-1,16%
3/28/2019,6.24,5.995,6.382,5.969,11.78M,2,92%
3/27/2019,6.06,6.008,6.087,5.975,3.76M,1,99%
3/26/2019,5.94,5.969,6.054,5.916,4.64M,0,44%
3/25/2019,5.97,6.034,6.067,5.956,6.22M,-2,78%
3/22/2019,6.14,6.198,6.198,6.074,5.10M,1,74%
3/21/2019,6.03,6.12,6.244,6.008,6.88M,0,55%
3/20/2019,6,5.975,6.133,5.929,5.66M,0,44%
3/19/2019,5.98,6.113,6.133,5.969,5.75M,-2,25%
3/18/2019,6.11,6.133,6.225,6.107,5.99M,2,76%
3/15/2019,5.95,6.159,6.159,5.903,9.80M,-3,51%
3/14/2019,6.17,6.034,6.166,5.962,5.64M,2,17%
3/13/2019,6.03,6.231,6.297,6.034,8.18M,-2,64%
3/12/2019,6.2,6.52,6.52,6.172,7.55M,-2,7%
3/11/2019,6.33,6.166,6.369,6.166,8.30M,4,32%
3/8/2019,6.07,5.903,6.067,5.798,12.05M,0,54%
3/7/2019,6.03,6.238,6.277,6.034,9.73M,-3,87%
3/6/2019,6.28,6.474,6.559,6.107,15.89M,-3,43%
3/5/2019,6.5,6.559,6.822,6.402,16.02M,0,40%
3/4/2019,6.53,6.421,6.526,6.231,14.78M,6,99%
3/1/2019,6.1,5.897,6.1,5.772,11.57M,6,77%
